distance,traffic,weather,stock,delay,eta
1897,High,Clear,Yes,0,33.11666666666667
1709,Low,Clear,Yes,0,28.983333333333334
665,High,Clear,Yes,0,12.083333333333334
310,Low,Clear,Yes,0,5.166666666666667
1052,High,Clear,No,1,20.533333333333335
1119,Medium,Clear,No,1,21.15
1611,Low,Rain,No,1,29.85
1843,Medium,Clear,Yes,0,31.716666666666665
1483,Low,Clear,No,1,26.716666666666665
804,High,Clear,Yes,0,14.4
471,Medium,Clear,No,1,9.85
599,Medium,Rain,No,1,12.983333333333333
1425,High,Clear,Yes,0,25.25
1243,High,Rain,Yes,1,23.216666666666665
1294,Medium,Clear,No,1,24.066666666666666
1651,Medium,Rain,No,1,31.016666666666666
69,Low,Clear,No,0,2.65
1913,High,Clear,Yes,0,33.38333333333333
595,Medium,Rain,Yes,0,11.416666666666666
1672,Low,Clear,Yes,0,28.366666666666667
371,Medium,Clear,No,1,8.183333333333334
836,Low,Rain,Yes,0,14.933333333333334
1101,Low,Rain,Yes,0,19.85
419,Low,Rain,No,1,9.483333333333334
1829,High,Rain,No,1,34.483333333333334
205,Medium,Clear,No,1,5.416666666666666
1124,Low,Clear,No,1,20.733333333333334
920,High,Rain,Yes,1,17.333333333333336
892,Low,Clear,No,0,16.366666666666667
1043,Low,Rain,No,1,20.383333333333333
113,Low,Rain,No,1,4.383333333333333
1491,Low,Clear,No,1,26.85
461,Low,Clear,No,0,9.183333333333334
470,High,Rain,No,1,11.333333333333332
781,High,Clear,No,1,15.516666666666667
1436,High,Rain,Yes,1,26.433333333333334
1195,Low,Clear,Yes,0,20.416666666666668
703,High,Clear,No,1,14.216666666666667
687,High,Clear,No,1,13.95
1906,Low,Clear,No,1,33.766666666666666
314,Low,Clear,No,0,6.733333333333333
274,Low,Clear,No,0,6.066666666666666
528,Low,Clear,Yes,0,8.8
1927,Medium,Clear,No,1,34.61666666666667
1959,Low,Clear,Yes,0,33.15
1793,Low,Rain,No,1,32.88333333333333
1412,Medium,Rain,Yes,1,25.533333333333335
322,Low,Rain,No,1,7.866666666666666
1256,Medium,Rain,Yes,1,22.933333333333334
1823,Low,Clear,No,1,32.38333333333333
954,Medium,Rain,No,1,18.9
1646,High,Clear,No,1,30.433333333333334
1676,High,Rain,Yes,1,30.433333333333334
779,High,Clear,No,1,15.483333333333333
219,High,Rain,No,1,7.15
843,High,Rain,No,1,17.55
536,Medium,Clear,Yes,0,9.433333333333334
1540,Medium,Rain,Yes,1,27.666666666666668
1808,Medium,Clear,No,1,32.63333333333333
777,Low,Rain,No,1,15.45
1439,Low,Clear,Yes,0,24.483333333333334
253,High,Clear,Yes,0,5.216666666666667
1276,Medium,Clear,Yes,0,22.266666666666666
264,Low,Rain,No,1,6.9
1661,High,Clear,Yes,0,29.183333333333334
1405,High,Clear,Yes,0,24.916666666666668
1284,Medium,Rain,Yes,1,23.4
1260,Low,Clear,Yes,0,21.5
1685,Medium,Rain,No,1,31.583333333333332
1325,Low,Rain,No,1,25.083333333333332
1486,Low,Clear,No,1,26.766666666666666
1926,High,Clear,No,1,35.1
23,High,Clear,No,1,2.8833333333333333
994,High,Rain,Yes,1,18.566666666666666
1431,Medium,Clear,No,1,26.35
782,High,Rain,Yes,1,15.033333333333333
705,High,Clear,Yes,0,12.75
1638,Low,Clear,No,1,29.3
889,Low,Rain,No,1,17.316666666666666
1060,Low,Rain,Yes,0,19.166666666666668
90,Medium,Rain,No,1,4.5
1269,High,Clear,Yes,0,22.65
1248,Low,Rain,No,1,23.8
888,High,Rain,Yes,1,16.8
640,High,Rain,Yes,1,12.666666666666666
1966,Medium,Clear,Yes,0,33.766666666666666
1731,Low,Clear,No,1,30.85
1659,Low,Clear,Yes,0,28.15
251,High,Rain,Yes,1,6.183333333333334
1307,Low,Clear,No,1,23.783333333333335
290,High,Rain,No,1,8.333333333333332
1033,Medium,Clear,No,1,19.716666666666665
207,Low,Rain,No,1,5.95
471,High,Clear,Yes,0,8.85
1393,High,Rain,Yes,1,25.716666666666665
1388,Low,Rain,Yes,0,24.633333333333333
394,Low,Rain,Yes,0,7.566666666666666
1129,Medium,Clear,No,1,21.316666666666666
1353,Medium,Rain,No,1,26.05
161,Low,Rain,Yes,0,3.683333333333333
766,High,Rain,No,1,16.266666666666666
325,Low,Clear,No,0,6.916666666666667
410,Medium,Rain,Yes,0,8.333333333333332
1388,High,Rain,Yes,1,25.633333333333333
310,Medium,Clear,No,1,7.166666666666667
562,Medium,Rain,No,1,12.366666666666667
730,Medium,Clear,Yes,0,12.666666666666666
1736,Low,Clear,No,1,30.933333333333334
1341,Low,Rain,No,1,25.35
719,Low,Rain,Yes,0,12.983333333333333
1713,Low,Clear,Yes,0,29.05
1019,Low,Clear,Yes,0,17.483333333333334
121,Low,Rain,Yes,0,3.0166666666666666
1066,Medium,Rain,No,1,21.266666666666666
1997,Medium,Rain,No,1,36.78333333333333
1563,Low,Rain,No,1,29.05
1568,High,Rain,Yes,1,28.633333333333333
1792,Low,Clear,Yes,0,30.366666666666667
445,Low,Rain,Yes,0,8.416666666666668
435,High,Clear,No,1,9.75
669,High,Rain,Yes,1,13.15
1793,Low,Clear,Yes,0,30.383333333333333
1131,Medium,Rain,No,1,22.35
153,High,Clear,Yes,0,3.55
1206,Low,Clear,No,1,22.1
641,Low,Rain,Yes,0,11.683333333333334
221,Medium,Rain,Yes,0,5.183333333333334
1781,High,Clear,No,1,32.68333333333334
1742,High,Rain,No,1,33.03333333333333
1165,High,Clear,Yes,0,20.916666666666668
558,High,Rain,No,1,12.8
1216,Medium,Clear,Yes,0,21.266666666666666
102,Medium,Rain,No,1,4.7
97,Medium,Rain,Yes,0,3.1166666666666667
1136,Medium,Clear,Yes,0,19.933333333333334
982,Medium,Rain,Yes,0,17.866666666666667
1693,Medium,Rain,No,1,31.716666666666665
1502,High,Rain,No,1,29.033333333333335
1246,Low,Clear,No,1,22.766666666666666
1315,High,Clear,Yes,0,23.416666666666668
1589,Medium,Clear,Yes,0,27.483333333333334
1928,Medium,Clear,No,1,34.63333333333333
1976,Low,Rain,Yes,0,34.43333333333333
82,High,Rain,No,1,4.866666666666667
1399,Low,Clear,No,1,25.316666666666666
1131,Low,Rain,No,1,21.85
606,Low,Rain,Yes,0,11.1
967,High,Clear,No,1,18.616666666666667
393,Medium,Clear,Yes,0,7.05
1259,High,Rain,No,1,24.983333333333334
310,Medium,Rain,No,1,8.166666666666668
142,Medium,Clear,No,1,4.366666666666667
1718,Medium,Rain,No,1,32.13333333333333
764,Low,Clear,Yes,0,12.733333333333333
683,Low,Rain,No,1,13.883333333333333
324,Low,Clear,No,0,6.9
831,High,Clear,Yes,0,14.85
148,Medium,Rain,Yes,0,3.966666666666667
216,Low,Clear,Yes,0,3.6
72,Low,Clear,No,0,2.7
1039,Medium,Clear,No,1,19.816666666666666
1522,Low,Rain,Yes,0,26.866666666666667
1143,Medium,Clear,No,1,21.55
1308,Low,Rain,No,1,24.8
216,Medium,Rain,Yes,0,5.1
1029,High,Clear,No,1,20.15
1094,Low,Clear,Yes,0,18.733333333333334
1665,Medium,Clear,Yes,0,28.75
610,Low,Rain,No,1,12.666666666666666
385,High,Clear,No,1,8.916666666666668
984,Medium,Clear,No,1,18.4
820,High,Clear,Yes,0,14.666666666666666
1468,Medium,Rain,No,1,27.966666666666665
194,Low,Clear,Yes,0,3.2333333333333334
969,Low,Rain,Yes,0,17.15
339,High,Clear,Yes,0,6.65
112,Medium,Clear,No,1,3.8666666666666667
795,High,Clear,No,1,15.75
587,Low,Clear,Yes,0,9.783333333333333
598,High,Clear,No,1,12.466666666666667
301,Low,Clear,No,0,6.516666666666667
791,Medium,Clear,No,1,15.183333333333334
536,Medium,Clear,No,1,10.933333333333334
1688,Low,Rain,Yes,0,29.633333333333333
1937,Medium,Clear,No,1,34.78333333333333
369,Medium,Rain,Yes,0,7.65
943,Low,Rain,Yes,0,16.71666666666667
310,Medium,Clear,No,1,7.166666666666667
1042,High,Rain,No,1,21.366666666666667
802,Low,Rain,Yes,0,14.366666666666667
1939,High,Rain,Yes,1,34.81666666666667
451,High,Rain,Yes,1,9.516666666666666
1536,Medium,Rain,No,1,29.1
391,Low,Rain,No,1,9.016666666666666
657,High,Rain,Yes,1,12.95
1047,Low,Rain,Yes,0,18.95
1412,High,Clear,No,1,26.533333333333335
1725,Medium,Clear,Yes,0,29.75
515,Low,Rain,Yes,0,9.583333333333334
987,High,Rain,Yes,1,18.45
1233,High,Rain,No,1,24.55
230,Medium,Clear,Yes,0,4.333333333333334
238,Medium,Clear,No,1,5.966666666666667
220,High,Rain,No,1,7.166666666666666
1449,High,Rain,No,1,28.15
305,Low,Rain,No,1,7.583333333333333
1656,Medium,Rain,No,1,31.1
171,Low,Clear,Yes,0,2.85
1220,High,Rain,No,1,24.333333333333332
221,Low,Clear,No,0,5.183333333333334
1894,Low,Rain,No,1,34.56666666666666
1166,Medium,Rain,No,1,22.933333333333334
670,Low,Clear,No,0,12.666666666666666
1318,Medium,Clear,No,1,24.466666666666665
1758,Low,Rain,Yes,0,30.8
1463,High,Clear,Yes,0,25.883333333333333
1137,Low,Rain,Yes,0,20.45
646,Medium,Rain,No,1,13.766666666666667
913,Medium,Clear,Yes,0,15.716666666666667
337,Medium,Clear,No,1,7.616666666666666
1867,Medium,Rain,No,1,34.61666666666667
1497,Medium,Clear,No,1,27.45
267,Low,Rain,No,1,6.95
542,Medium,Rain,No,1,12.033333333333333
1130,High,Clear,No,1,21.833333333333332
221,High,Rain,Yes,1,5.683333333333334
397,Low,Clear,No,0,8.116666666666667
1509,High,Clear,Yes,0,26.65
1776,Medium,Rain,Yes,1,31.6
436,High,Rain,No,1,10.766666666666666
1259,Low,Rain,No,1,23.983333333333334
1224,Low,Rain,Yes,0,21.9
1522,High,Rain,Yes,1,27.866666666666667
462,High,Clear,Yes,0,8.7
54,Medium,Clear,Yes,0,1.4
1117,Low,Rain,Yes,0,20.116666666666667
510,Low,Rain,Yes,0,9.5
450,Low,Clear,No,0,9.0
1343,Medium,Rain,No,1,25.883333333333333
799,Low,Clear,No,0,14.816666666666666
759,High,Rain,Yes,1,14.65
1758,Low,Rain,No,1,32.3
613,Low,Rain,Yes,0,11.216666666666667
1711,High,Clear,Yes,0,30.016666666666666
1506,Medium,Rain,No,1,28.6
1690,High,Clear,No,1,31.166666666666668
90,Low,Rain,No,1,4.0
6,High,Clear,No,1,2.6
974,High,Clear,No,1,18.733333333333334
669,Medium,Rain,No,1,14.15
318,High,Rain,Yes,1,7.3
1512,Low,Clear,No,1,27.2
1500,Low,Rain,Yes,0,26.5
1044,High,Clear,No,1,20.4
1290,Medium,Clear,Yes,0,22.5
48,Medium,Clear,Yes,0,1.3
1303,Medium,Clear,Yes,0,22.716666666666665
811,Medium,Rain,Yes,0,15.016666666666667
1684,High,Clear,No,1,31.066666666666666
1367,Low,Rain,Yes,0,24.283333333333335
1649,High,Clear,No,1,30.483333333333334
125,High,Rain,No,1,5.583333333333334
323,Low,Rain,No,1,7.883333333333334
450,Medium,Clear,Yes,0,8.0
211,High,Rain,No,1,7.016666666666667
1251,Low,Rain,No,1,23.85
1915,Medium,Rain,Yes,1,33.91666666666667
1054,High,Clear,No,1,20.566666666666666
758,Low,Clear,No,0,14.133333333333333
19,Medium,Clear,Yes,0,0.8166666666666667
107,High,Clear,No,1,4.283333333333333
1372,Low,Rain,No,1,25.866666666666667
322,Low,Clear,No,0,6.866666666666666
1777,High,Clear,No,1,32.61666666666667
1900,Medium,Rain,Yes,1,33.66666666666667
1911,Low,Clear,Yes,0,32.35
1330,Medium,Clear,No,1,24.666666666666668
1163,High,Clear,No,1,22.383333333333333
702,Low,Rain,No,1,14.2
970,Low,Clear,No,0,17.666666666666668
1521,High,Clear,Yes,0,26.85
967,Low,Clear,Yes,0,16.116666666666667
778,High,Clear,No,1,15.466666666666667
259,High,Rain,No,1,7.816666666666666
1544,Medium,Rain,No,1,29.233333333333334
782,Low,Clear,No,0,14.533333333333333
1379,Low,Clear,No,1,24.983333333333334
68,Low,Rain,Yes,0,2.1333333333333333
1368,Low,Clear,No,1,24.8
264,Medium,Rain,No,1,7.4
337,Medium,Clear,No,1,7.616666666666666
1382,High,Rain,Yes,1,25.533333333333335
187,High,Rain,Yes,1,5.116666666666667
1680,Medium,Rain,Yes,1,30.0
927,High,Rain,No,1,18.95
479,Low,Rain,Yes,0,8.983333333333334
1814,High,Clear,No,1,33.233333333333334
235,High,Clear,Yes,0,4.916666666666666
850,Medium,Rain,Yes,0,15.666666666666666
1404,High,Clear,Yes,0,24.9
220,Low,Rain,No,1,6.166666666666666
504,Low,Rain,Yes,0,9.4
1834,High,Rain,Yes,1,33.06666666666666
352,Medium,Rain,No,1,8.866666666666667
821,High,Rain,No,1,17.183333333333334
1382,Low,Clear,No,1,25.033333333333335
1429,Low,Rain,Yes,0,25.316666666666666
271,High,Rain,Yes,1,6.516666666666667
1809,Medium,Clear,Yes,0,31.15
785,Medium,Clear,No,1,15.083333333333334
333,Low,Clear,No,0,7.05
861,Low,Clear,Yes,0,14.35
678,Medium,Rain,No,1,14.3
1944,Medium,Clear,Yes,0,33.4
1986,High,Clear,No,1,36.1
1536,High,Clear,No,1,28.6
1350,High,Clear,Yes,0,24.0
1197,High,Rain,Yes,1,22.45
1247,High,Rain,No,1,24.783333333333335
822,Medium,Clear,No,1,15.7
1913,Low,Rain,Yes,0,33.38333333333333
1924,High,Clear,No,1,35.06666666666667
1988,High,Clear,No,1,36.13333333333333
983,Medium,Rain,No,1,19.383333333333333
1866,High,Clear,No,1,34.1
74,Low,Rain,Yes,0,2.2333333333333334
1155,High,Clear,No,1,22.25
114,Low,Rain,Yes,0,2.9
668,Medium,Rain,Yes,0,12.633333333333333
1773,Medium,Rain,No,1,33.05
531,High,Rain,No,1,12.35
1112,Medium,Clear,Yes,0,19.533333333333335
1573,Low,Clear,No,1,28.216666666666665
64,Low,Rain,No,1,3.5666666666666664
1438,High,Clear,No,1,26.966666666666665
1697,Medium,Rain,Yes,1,30.283333333333335
1278,Medium,Clear,No,1,23.8
1685,High,Clear,No,1,31.083333333333332
376,Medium,Rain,No,1,9.266666666666666
1886,Low,Rain,No,1,34.43333333333334
737,High,Clear,Yes,0,13.283333333333333
1354,High,Clear,No,1,25.566666666666666
484,Low,Rain,No,1,10.566666666666666
1474,Low,Rain,Yes,0,26.066666666666666
1726,Medium,Rain,Yes,1,30.766666666666666
927,Medium,Rain,No,1,18.45
975,Medium,Clear,Yes,0,16.75
1764,High,Rain,No,1,33.4
1385,Low,Clear,Yes,0,23.583333333333332
1617,Medium,Rain,Yes,1,28.95
57,Low,Rain,Yes,0,1.95
849,Low,Clear,Yes,0,14.15
975,High,Rain,No,1,19.75
359,High,Clear,Yes,0,6.983333333333333
6,Low,Rain,Yes,0,1.1
839,High,Clear,Yes,0,14.983333333333333
1085,Low,Rain,Yes,0,19.583333333333332
631,Medium,Rain,Yes,0,12.016666666666667
859,Low,Clear,No,0,15.816666666666666
962,High,Clear,Yes,0,17.033333333333335
1005,Medium,Clear,Yes,0,17.75
1839,High,Rain,Yes,1,33.15
1669,Medium,Rain,No,1,31.316666666666666
1855,Low,Clear,Yes,0,31.416666666666668
949,High,Rain,No,1,19.316666666666666
1708,Low,Rain,No,1,31.466666666666665
813,Medium,Clear,Yes,0,14.05
141,High,Rain,No,1,5.85
43,Medium,Clear,No,1,2.716666666666667
218,Medium,Rain,No,1,6.633333333333333
1964,Medium,Clear,No,1,35.233333333333334
910,High,Clear,No,1,17.666666666666664
1105,Medium,Clear,No,1,20.916666666666668
1381,Low,Clear,No,1,25.016666666666666
1946,Medium,Rain,Yes,1,34.43333333333333
1437,Medium,Rain,No,1,27.45
1490,Medium,Clear,Yes,0,25.833333333333332
1852,Low,Clear,No,1,32.86666666666667
1432,Medium,Rain,Yes,1,25.866666666666667
482,Medium,Clear,Yes,0,8.533333333333333
340,Medium,Rain,Yes,0,7.166666666666667
911,Low,Clear,No,0,16.683333333333334
94,Low,Rain,No,1,4.066666666666666
109,High,Rain,No,1,5.316666666666666
1167,Low,Clear,Yes,0,19.95
969,Medium,Clear,Yes,0,16.65
231,Low,Rain,Yes,0,4.85
774,Medium,Clear,Yes,0,13.4
169,Medium,Clear,Yes,0,3.316666666666667
1839,High,Clear,No,1,33.65
1379,Low,Clear,No,1,24.983333333333334
924,High,Clear,Yes,0,16.4
1121,Low,Clear,No,1,20.683333333333334
1843,High,Rain,Yes,1,33.21666666666667
923,Medium,Rain,Yes,0,16.883333333333333
1575,Low,Rain,Yes,0,27.75
1614,Low,Clear,No,1,28.9
1631,Medium,Rain,No,1,30.683333333333334
1563,Low,Clear,Yes,0,26.55
60,High,Rain,No,1,4.5
1617,Medium,Clear,Yes,0,27.95
1231,High,Rain,Yes,1,23.016666666666666
1869,Low,Rain,No,1,34.15
310,Low,Clear,Yes,0,5.166666666666667
1570,Low,Clear,No,1,28.166666666666668
886,High,Clear,Yes,0,15.766666666666667
1125,Low,Rain,Yes,0,20.25
1512,Medium,Rain,Yes,1,27.2
887,Low,Clear,Yes,0,14.783333333333333
430,High,Clear,Yes,0,8.166666666666668
1633,High,Clear,Yes,0,28.716666666666665
757,Medium,Rain,No,1,15.616666666666667
1444,High,Rain,No,1,28.066666666666666
1069,Low,Rain,Yes,0,19.316666666666666
105,High,Clear,Yes,0,2.75
1845,Low,Rain,No,1,33.75
1725,Low,Rain,No,1,31.75
1384,High,Clear,No,1,26.066666666666666
242,Medium,Clear,Yes,0,4.533333333333333
1467,Medium,Clear,Yes,0,25.45
1691,Low,Rain,No,1,31.183333333333334
1741,Low,Rain,No,1,32.016666666666666
1943,Medium,Clear,Yes,0,33.38333333333333
1310,Medium,Clear,Yes,0,22.833333333333332
467,High,Rain,Yes,1,9.783333333333333
1166,High,Clear,Yes,0,20.933333333333334
1727,Medium,Rain,Yes,1,30.783333333333335
1965,Medium,Rain,No,1,36.25
296,Medium,Rain,No,1,7.933333333333334
1315,High,Rain,Yes,1,24.416666666666668
182,Low,Clear,No,0,4.533333333333333
154,Medium,Clear,Yes,0,3.066666666666667
419,Low,Rain,Yes,0,7.983333333333333
985,Low,Rain,No,1,18.916666666666668
1599,Medium,Rain,No,1,30.15
996,Low,Rain,Yes,0,17.6
514,High,Rain,No,1,12.066666666666666
462,Low,Rain,Yes,0,8.7
1046,Medium,Clear,Yes,0,18.433333333333334
560,Medium,Rain,No,1,12.333333333333334
905,Medium,Clear,No,1,17.083333333333336
964,Low,Clear,No,0,17.566666666666666
1824,Medium,Clear,Yes,0,31.4
156,High,Clear,No,1,5.1
656,Low,Rain,Yes,0,11.933333333333334
939,Low,Rain,Yes,0,16.65
949,Medium,Clear,No,1,17.816666666666666
1213,High,Clear,No,1,23.216666666666665
1479,High,Clear,No,1,27.65
1199,High,Clear,Yes,0,21.483333333333334
1470,Medium,Rain,Yes,1,26.5
1175,Low,Clear,Yes,0,20.083333333333332
990,High,Rain,No,1,20.0
940,Low,Rain,No,1,18.166666666666664
192,Medium,Clear,Yes,0,3.7
1845,Low,Clear,Yes,0,31.25
1525,Medium,Clear,Yes,0,26.416666666666668
1076,Low,Rain,Yes,0,19.433333333333334
1959,Low,Rain,No,1,35.65
1253,Low,Rain,No,1,23.883333333333333
1652,High,Rain,Yes,1,30.033333333333335
148,Medium,Clear,No,1,4.466666666666667
1673,High,Rain,No,1,31.883333333333333
874,High,Rain,No,1,18.066666666666666
275,High,Rain,Yes,1,6.583333333333333
1091,Low,Rain,No,1,21.183333333333334
1820,Low,Rain,Yes,0,31.833333333333332
369,High,Rain,Yes,1,8.15
1768,Low,Clear,No,1,31.466666666666665
260,High,Clear,No,1,6.833333333333333
1108,High,Clear,No,1,21.466666666666665
445,Low,Clear,No,0,8.916666666666668
1154,Medium,Clear,No,1,21.733333333333334
1565,Medium,Rain,No,1,29.583333333333332
1465,Medium,Clear,Yes,0,25.416666666666668
1895,High,Rain,No,1,35.58333333333333
1377,High,Rain,Yes,1,25.45
1601,High,Clear,No,1,29.683333333333334
1028,High,Clear,Yes,0,18.633333333333333
842,High,Rain,No,1,17.53333333333333
1973,Low,Clear,Yes,0,33.38333333333333
820,High,Rain,No,1,17.166666666666664
1727,Medium,Clear,Yes,0,29.783333333333335
715,High,Clear,No,1,14.416666666666666
153,High,Clear,Yes,0,3.55
1499,High,Rain,No,1,28.983333333333334
173,Low,Rain,Yes,0,3.8833333333333333
1988,Medium,Clear,No,1,35.63333333333333
775,Low,Rain,Yes,0,13.916666666666666
766,Low,Clear,No,0,14.266666666666667
205,Medium,Clear,Yes,0,3.9166666666666665
1088,Medium,Rain,No,1,21.633333333333333
14,Medium,Rain,Yes,0,1.7333333333333334
725,High,Clear,Yes,0,13.083333333333334
190,Medium,Rain,No,1,6.166666666666666
1209,High,Rain,Yes,1,22.65
650,Low,Rain,Yes,0,11.833333333333334
1300,Medium,Rain,No,1,25.166666666666668
732,Low,Rain,No,1,14.7
613,Medium,Rain,No,1,13.216666666666667
1605,Low,Rain,No,1,29.75
1289,High,Rain,No,1,25.483333333333334
291,Low,Rain,No,1,7.35
1516,Medium,Rain,No,1,28.766666666666666
674,High,Rain,No,1,14.733333333333333
577,Medium,Rain,Yes,0,11.116666666666667
303,Low,Clear,Yes,0,5.05
1438,Medium,Rain,Yes,1,25.966666666666665
1114,Low,Rain,No,1,21.566666666666666
175,Medium,Clear,Yes,0,3.4166666666666665
1054,Medium,Rain,No,1,21.066666666666666
111,High,Rain,Yes,1,3.85
1432,High,Clear,Yes,0,25.366666666666667
405,High,Rain,Yes,1,8.75
1283,Low,Rain,No,1,24.383333333333333
1658,Medium,Rain,No,1,31.133333333333333
1248,Low,Clear,Yes,0,21.3
1057,Low,Clear,No,1,19.616666666666667
349,Medium,Rain,Yes,0,7.316666666666666
1239,High,Clear,Yes,0,22.15
1956,Medium,Rain,Yes,1,34.6
10,Low,Rain,Yes,0,1.1666666666666667
1560,Low,Rain,Yes,0,27.5
29,Medium,Clear,Yes,0,0.9833333333333334
950,High,Clear,No,1,18.333333333333336
555,Low,Rain,No,1,11.75
182,Medium,Rain,No,1,6.033333333333333
104,Low,Clear,No,0,3.2333333333333334
450,High,Clear,Yes,0,8.5
1027,Medium,Rain,Yes,1,19.116666666666667
1211,High,Clear,Yes,0,21.683333333333334
1501,Medium,Rain,No,1,28.516666666666666
818,High,Rain,No,1,17.133333333333333
1995,Low,Rain,No,1,36.25
212,High,Clear,Yes,0,4.533333333333333
1734,Medium,Clear,Yes,0,29.9
1580,Medium,Rain,Yes,1,28.333333333333332
78,High,Clear,Yes,0,2.3
1421,High,Clear,No,1,26.683333333333334
765,Low,Clear,Yes,0,12.75
541,Medium,Rain,Yes,0,10.516666666666667
1648,Low,Clear,No,1,29.466666666666665
1715,Medium,Clear,Yes,0,29.583333333333332
1671,Medium,Rain,Yes,1,29.85
612,Low,Clear,Yes,0,10.2
179,Medium,Rain,No,1,5.983333333333333
1311,Medium,Clear,No,1,24.35
1888,Medium,Rain,No,1,34.96666666666667
1267,Low,Rain,Yes,0,22.616666666666667
1526,High,Rain,No,1,29.433333333333334
719,High,Rain,No,1,15.483333333333333
1672,Medium,Rain,No,1,31.366666666666667
865,High,Clear,No,1,16.916666666666664
104,Low,Rain,No,1,4.233333333333333
1799,High,Clear,Yes,0,31.483333333333334
639,Low,Rain,No,1,13.15
1230,High,Clear,No,1,23.5
307,High,Clear,Yes,0,6.116666666666666
1106,Low,Clear,No,1,20.433333333333334
1594,Low,Rain,No,1,29.566666666666666
576,Low,Clear,Yes,0,9.6
330,High,Clear,No,1,8.0
1129,High,Rain,Yes,1,21.316666666666666
257,High,Rain,No,1,7.783333333333333
1353,Low,Rain,No,1,25.55
392,Medium,Rain,Yes,0,8.033333333333333
702,Low,Clear,Yes,0,11.7
1999,High,Rain,No,1,37.31666666666667
852,Medium,Rain,No,1,17.2
1625,Medium,Rain,No,1,30.583333333333332
57,Medium,Rain,Yes,0,2.45
723,Low,Rain,No,1,14.55
1361,High,Rain,No,1,26.683333333333334
106,Low,Clear,No,0,3.2666666666666666
754,Medium,Rain,No,1,15.566666666666666
671,Medium,Clear,No,1,13.183333333333334
1417,High,Rain,Yes,1,26.116666666666667
656,High,Rain,Yes,1,12.933333333333334
607,Low,Rain,No,1,12.616666666666667
49,Medium,Rain,No,1,3.8166666666666664
598,Medium,Clear,Yes,0,10.466666666666667
807,High,Rain,No,1,16.95
1631,High,Clear,No,1,30.183333333333334
703,Medium,Rain,Yes,0,13.216666666666667
1810,Medium,Rain,Yes,1,32.16666666666667
926,High,Rain,Yes,1,17.433333333333334
548,Medium,Rain,No,1,12.133333333333333
1861,High,Rain,No,1,35.016666666666666
1178,High,Clear,No,1,22.633333333333333
813,High,Rain,No,1,17.05
1591,Low,Clear,Yes,0,27.016666666666666
378,Low,Rain,No,1,8.8
290,Medium,Rain,No,1,7.833333333333333
1656,High,Rain,No,1,31.6
1387,Medium,Rain,Yes,1,25.116666666666667
1359,Medium,Rain,No,1,26.15
1952,Low,Clear,No,1,34.53333333333333
45,Low,Clear,Yes,0,0.75
900,Medium,Rain,No,1,18.0
1651,High,Clear,No,1,30.516666666666666
1437,High,Rain,No,1,27.95
57,Medium,Rain,Yes,0,2.45
1809,Medium,Rain,No,1,33.65
373,High,Rain,Yes,1,8.216666666666667
1484,Medium,Clear,No,1,27.233333333333334
1492,Medium,Rain,No,1,28.366666666666667
1405,Medium,Clear,Yes,0,24.416666666666668
876,High,Rain,No,1,18.1
131,Low,Clear,Yes,0,2.183333333333333
1085,High,Clear,Yes,0,19.583333333333332
1316,Medium,Rain,Yes,1,23.933333333333334
1276,High,Clear,No,1,24.266666666666666
1132,Low,Clear,Yes,0,19.366666666666667
70,High,Clear,No,1,3.666666666666667
440,High,Rain,Yes,1,9.333333333333332
1801,Medium,Rain,Yes,1,32.016666666666666
1014,High,Rain,Yes,1,19.4
1634,Low,Clear,No,1,29.233333333333334
11,Low,Clear,No,0,1.6833333333333333
1129,Low,Rain,No,1,21.816666666666666
462,Low,Clear,Yes,0,7.7
924,Low,Rain,Yes,0,16.4
590,Medium,Rain,No,1,12.833333333333334
910,Low,Clear,No,0,16.666666666666664
1819,Low,Rain,Yes,0,31.816666666666666
1387,High,Clear,No,1,26.116666666666667
1168,Low,Rain,No,1,22.466666666666665
1211,Medium,Rain,No,1,23.683333333333334
474,Low,Clear,Yes,0,7.9
1644,Low,Rain,Yes,0,28.9
1003,High,Rain,Yes,1,19.216666666666665
1978,Medium,Clear,Yes,0,33.96666666666667
1290,Medium,Rain,No,1,25.0
502,Medium,Rain,Yes,0,9.866666666666667
883,High,Clear,No,1,17.21666666666667
1284,High,Clear,Yes,0,22.9
1545,Medium,Clear,No,1,28.25
1137,Medium,Clear,No,1,21.45
100,Medium,Clear,No,1,3.666666666666667
1353,Medium,Clear,No,1,25.05
808,High,Clear,No,1,15.966666666666667
1194,Medium,Clear,No,1,22.4
1506,Medium,Clear,Yes,0,26.1
304,High,Clear,Yes,0,6.066666666666666
1456,Medium,Clear,No,1,26.766666666666666
1907,Low,Clear,No,1,33.78333333333333
229,Low,Rain,No,1,6.316666666666666
189,Medium,Rain,Yes,0,4.65
1961,High,Clear,No,1,35.68333333333333
856,Medium,Rain,Yes,0,15.766666666666667
481,Medium,Rain,No,1,11.016666666666667
702,Medium,Clear,Yes,0,12.2
367,Medium,Rain,No,1,9.116666666666667
65,Medium,Rain,No,1,4.083333333333333
1411,Medium,Rain,No,1,27.016666666666666
369,Medium,Rain,Yes,0,7.65
724,Medium,Rain,Yes,0,13.566666666666666
682,Low,Rain,No,1,13.866666666666667
1126,High,Clear,No,1,21.766666666666666
839,Medium,Clear,Yes,0,14.483333333333333
703,High,Clear,No,1,14.216666666666667
